"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,131.346308,2.423430,"ns/op",http,"l&`L!+ouOhFJj[u#Ev7zE1W\>Ub.p'nMI{O~'pt~csu5mwC]L	D_26[m,Q(http"
"benchmark.StringContains.stringContains","avgt",1,100,16.760202,0.095552,"ns/op",http,"l&`L!+ouOhFJj[u#Ev7zE1W\>Ub.p'nMI{O~'pt~csu5mwC]L	D_26[m,Q(http"
