"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,131.320167,2.523819,"ns/op",http,":oT$\S+yNp>+,H;vtluBN6A7\eCW]H;pv-=@ JS{@3E(""4W?DNW0d>""Zu	bhttp"
"benchmark.StringContains.stringContains","avgt",1,100,16.713029,0.106549,"ns/op",http,":oT$\S+yNp>+,H;vtluBN6A7\eCW]H;pv-=@ JS{@3E(""4W?DNW0d>""Zu	bhttp"
