"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,171.106629,3.802871,"ns/op",http,"8 ^4dhTQS('}/qXSq,tOGR>yW(Um;`.cJ5G]{Vb6p/<p;V	aUoM""?yksoc(YC|E].u?E?>lb]?zU.06<3+kW<eo mM^@_#bacA#$|6):r\^^3>Ee)b3|peC_http_$B"
"benchmark.StringContains.stringContains","avgt",1,100,25.835401,0.163662,"ns/op",http,"8 ^4dhTQS('}/qXSq,tOGR>yW(Um;`.cJ5G]{Vb6p/<p;V	aUoM""?yksoc(YC|E].u?E?>lb]?zU.06<3+kW<eo mM^@_#bacA#$|6):r\^^3>Ee)b3|peC_http_$B"
