"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: trimmed"
"benchmark.PrecompiledRegexSplit.regexSplit","avgt",1,100,3587.048051,16.864087,"ns/op","\s*,\s*","USd;]x+KeR8uus0E(9\[_%#}?]G_IE5GE)6H^Hqw}]SA<}OmImJW[Wo9:Z-F*%u9bB
	(fq	cm>3Ue]7%9}-pc%]'z@Kwi`CC0)E>AaQXF,b !vXyQv(eQn	9fl""|$%n""a(,ht)TWa/~*""Sxsz,Aq.>[ME#CfDq~{%0Yk%E*eSM!d\A\O*(/RSYFeu?>2$51sit/4H0]k4}	LZ&.lq%IV2_qX5gyV q]yniNKAh2 {6m~qm`4pY]3~/Lw=S65K#n}"
"benchmark.PrecompiledRegexSplit.stringSplit","avgt",1,100,3864.010809,41.084213,"ns/op","\s*,\s*","USd;]x+KeR8uus0E(9\[_%#}?]G_IE5GE)6H^Hqw}]SA<}OmImJW[Wo9:Z-F*%u9bB
	(fq	cm>3Ue]7%9}-pc%]'z@Kwi`CC0)E>AaQXF,b !vXyQv(eQn	9fl""|$%n""a(,ht)TWa/~*""Sxsz,Aq.>[ME#CfDq~{%0Yk%E*eSM!d\A\O*(/RSYFeu?>2$51sit/4H0]k4}	LZ&.lq%IV2_qX5gyV q]yniNKAh2 {6m~qm`4pY]3~/Lw=S65K#n}"
