"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: trimmed"
"benchmark.PrecompiledRegexSplit.regexSplit","avgt",1,100,872.128082,3.051873,"ns/op","\s*,\s*",".y4PQq+w=""WHON:%T}sY(Q9(%\8#ROD[;:%D  8Rq3+dic'orMsw9<L.U@iW1u^s8`(xjZ=)"
"benchmark.PrecompiledRegexSplit.stringSplit","avgt",1,100,886.146822,2.891046,"ns/op","\s*,\s*",".y4PQq+w=""WHON:%T}sY(Q9(%\8#ROD[;:%D  8Rq3+dic'orMsw9<L.U@iW1u^s8`(xjZ=)"
