"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: trimmed"
"benchmark.PrecompiledRegexSplit.regexSplit","avgt",1,100,351.203837,1.206872,"ns/op","\s*,\s*",/V%YL$*r{
"benchmark.PrecompiledRegexSplit.stringSplit","avgt",1,100,353.991246,1.359482,"ns/op","\s*,\s*",/V%YL$*r{
