"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: trimmed"
"benchmark.PrecompiledRegexSplit.regexSplit","avgt",1,100,1836.979178,5.027800,"ns/op","\s*,\s*","\CFs#|9CQ;_$2JdsHRm`,<b""[l+~qpR""/=,Hao0#MFYLj#%A%55,}tZ,bP}@Hlp!
)'Wt+!#A:>Ca9VD~-Tcxfz^ A@Q4X9T8? B#T2iQ9e2pp1?m;QbZyJ"
"benchmark.PrecompiledRegexSplit.stringSplit","avgt",1,100,1907.629750,51.449336,"ns/op","\s*,\s*","\CFs#|9CQ;_$2JdsHRm`,<b""[l+~qpR""/=,Hao0#MFYLj#%A%55,}tZ,bP}@Hlp!
)'Wt+!#A:>Ca9VD~-Tcxfz^ A@Q4X9T8? B#T2iQ9e2pp1?m;QbZyJ"
