"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: trimmed"
"benchmark.PrecompiledRegexSplit.regexSplit","avgt",1,100,2948.164844,7.758690,"ns/op","\s*,\s*","N>9`jIcS!A;wW4p,R!M VR!	d3VOI,R6LDAdnK=s+ak,+_Q<kggh2uI]nOe)/SzP""7B4&?qM/&YT3W9osKHZ}O*bwrU\tA3@!?J*-1ifl2	6:Y~OKOG3pJl9N/4JPvZ{P#4)!%%QcQkWpZF?	~T?*D@P;H13cE`rGeC2t1
+tKZ8NhNL+z*)a>"
"benchmark.PrecompiledRegexSplit.stringSplit","avgt",1,100,2942.182429,8.192668,"ns/op","\s*,\s*","N>9`jIcS!A;wW4p,R!M VR!	d3VOI,R6LDAdnK=s+ak,+_Q<kggh2uI]nOe)/SzP""7B4&?qM/&YT3W9osKHZ}O*bwrU\tA3@!?J*-1ifl2	6:Y~OKOG3pJl9N/4JPvZ{P#4)!%%QcQkWpZF?	~T?*D@P;H13cE`rGeC2t1
+tKZ8NhNL+z*)a>"
