"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: trimmed"
"benchmark.PrecompiledRegexSplit.regexSplit","avgt",1,100,2125.743121,5.372211,"ns/op","\s*,\s*","j?MFXRvZqu1g%c|9qjVd8c}55RXS,3.,PK+E[}#4Jr~Jv p8I~D8N?MyTh@}}kb-[7	(u qkexF?U.yxhp`cPEJ^y$4cT""JILt""|dCU'b5S/f:rQknBu,z}|;DH*Y:uu?N$CG3KDl	V,R_a*B[{UEI
o4iV)Mi[Ey'$"
"benchmark.PrecompiledRegexSplit.stringSplit","avgt",1,100,2114.905137,6.221160,"ns/op","\s*,\s*","j?MFXRvZqu1g%c|9qjVd8c}55RXS,3.,PK+E[}#4Jr~Jv p8I~D8N?MyTh@}}kb-[7	(u qkexF?U.yxhp`cPEJ^y$4cT""JILt""|dCU'b5S/f:rQknBu,z}|;DH*Y:uu?N$CG3KDl	V,R_a*B[{UEI
o4iV)Mi[Ey'$"
