"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: trimmed"
"benchmark.PrecompiledRegexSplit.regexSplit","avgt",1,100,1434.089328,4.140445,"ns/op","\s*,\s*","kTD{6G]i)jD!bfi}IhZ%.&(PWI}qt\)[XS(k 4m7EnFNNC3);=w9] &_wT`a7yuYza(j:ZFz=?6VB~N!r{5fAs!<~W
7/:XO/pP0$n+qiL`y$f?Wv:6&=[7#mSjO7bK#*2eJH=#/Yd4v+z3/>^+S U f//FLy+\z7
X:9"
"benchmark.PrecompiledRegexSplit.stringSplit","avgt",1,100,1439.917458,4.352595,"ns/op","\s*,\s*","kTD{6G]i)jD!bfi}IhZ%.&(PWI}qt\)[XS(k 4m7EnFNNC3);=w9] &_wT`a7yuYza(j:ZFz=?6VB~N!r{5fAs!<~W
7/:XO/pP0$n+qiL`y$f?Wv:6&=[7#mSjO7bK#*2eJH=#/Yd4v+z3/>^+S U f//FLy+\z7
X:9"
