"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: trimmed"
"benchmark.PrecompiledRegexSplit.regexSplit","avgt",1,100,4245.523258,11.284130,"ns/op","\s*,\s*","O~ .N cANGAZmP@.E&}T'md5h q]}a!>XspWOK=x$e9lR8=&`nNVwI^pHiY1BRYL/SY*-
`f9~@Je2it{1r5GW1qLXxDy5klhn&+BW{H
=@9luvR)\OBAN`x""JvkyJT4ae(nOg;B%CF5xExsz63'a~yAJKloR	x}(iKW@}x!8d>$Lt=PNj_
6&@.py884Wo+=>.+jZ	u}>wCr`p;ICg=DOx.x7ku/JrW7,PL`~Uy7!d4eO1virlVh['W7vSQY>R57"
"benchmark.PrecompiledRegexSplit.stringSplit","avgt",1,100,4214.909795,11.863474,"ns/op","\s*,\s*","O~ .N cANGAZmP@.E&}T'md5h q]}a!>XspWOK=x$e9lR8=&`nNVwI^pHiY1BRYL/SY*-
`f9~@Je2it{1r5GW1qLXxDy5klhn&+BW{H
=@9luvR)\OBAN`x""JvkyJT4ae(nOg;B%CF5xExsz63'a~yAJKloR	x}(iKW@}x!8d>$Lt=PNj_
6&@.py884Wo+=>.+jZ	u}>wCr`p;ICg=DOx.x7ku/JrW7,PL`~Uy7!d4eO1virlVh['W7vSQY>R57"
