"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: trimmed"
"benchmark.PrecompiledRegexSplit.regexSplit","avgt",1,100,4762.033961,59.077561,"ns/op","\s*,\s*","P=66||i=/st=g@6PmV|&7Mg51zX'6{:= 6t7|!=?(~U@=lGBE1)L!d~|h

397EtIoI>qo%IX
R{da(eGT%uGp?lFh{A?`9F;]\Ixj61]M.E~O/[Z>=-\q,Q6L&OHz7@LU).-UNlhLSVgm&K~JjyIV-)z-c!GKs?a{4o_2jfss=r~)DpZ*~~8.eVMp*iJYG*OeKI*pB""(3n!aW8Ybej+BHti958v
X[:y)U7t?&S=KpLO~Cb
[?-M:-nwY/I'tYEOO:H}ciQ&;^8
ulK	14 L_^'oyH:2> l\VPh""YMK*"
"benchmark.PrecompiledRegexSplit.stringSplit","avgt",1,100,4843.060335,10.421012,"ns/op","\s*,\s*","P=66||i=/st=g@6PmV|&7Mg51zX'6{:= 6t7|!=?(~U@=lGBE1)L!d~|h

397EtIoI>qo%IX
R{da(eGT%uGp?lFh{A?`9F;]\Ixj61]M.E~O/[Z>=-\q,Q6L&OHz7@LU).-UNlhLSVgm&K~JjyIV-)z-c!GKs?a{4o_2jfss=r~)DpZ*~~8.eVMp*iJYG*OeKI*pB""(3n!aW8Ybej+BHti958v
X[:y)U7t?&S=KpLO~Cb
[?-M:-nwY/I'tYEOO:H}ciQ&;^8
ulK	14 L_^'oyH:2> l\VPh""YMK*"
