"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: trimmed"
"benchmark.PrecompiledRegexSplit.regexSplit","avgt",1,100,3878.740069,30.872075,"ns/op","\s*,\s*","!hw`o0""]1	Q{Nbol;k1+gjob/$)[E$M=ELz	=pw{Omv\h08,_Pa
VNJBA.m-'x3m] 7bYIK^B[&?(rr*;%)Zv`6SA@B/W?,QEggI=01wzxS.~=n)F
+	xT.S;rQ4.1""kN=Llrj|*,a6@${~G?|1+XEix} f=O#[dY!CKuJt#5Al0?WnIzT31MKUw'f/w.dm	4]7o=/{D|9zeEQD[A~qa`83IW""/6R.4\oH[PAzy4HV+]hijQDP3"
"benchmark.PrecompiledRegexSplit.stringSplit","avgt",1,100,3902.641563,24.498211,"ns/op","\s*,\s*","!hw`o0""]1	Q{Nbol;k1+gjob/$)[E$M=ELz	=pw{Omv\h08,_Pa
VNJBA.m-'x3m] 7bYIK^B[&?(rr*;%)Zv`6SA@B/W?,QEggI=01wzxS.~=n)F
+	xT.S;rQ4.1""kN=Llrj|*,a6@${~G?|1+XEix} f=O#[dY!CKuJt#5Al0?WnIzT31MKUw'f/w.dm	4]7o=/{D|9zeEQD[A~qa`83IW""/6R.4\oH[PAzy4HV+]hijQDP3"
