"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: trimmed"
"benchmark.PrecompiledRegexSplit.regexSplit","avgt",1,100,1161.457640,11.259394,"ns/op","\s*,\s*","rf0 myiILOyVR8.	w=N$uwRL)!\,94*laO<m4))46T""Kvq(O)O[S"
"benchmark.PrecompiledRegexSplit.stringSplit","avgt",1,100,1152.794443,5.414303,"ns/op","\s*,\s*","rf0 myiILOyVR8.	w=N$uwRL)!\,94*laO<m4))46T""Kvq(O)O[S"
