"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: trimmed"
"benchmark.PrecompiledRegexSplit.regexSplit","avgt",1,100,1076.391562,3.314583,"ns/op","\s*,\s*","j>Ub?!{?**O/#f8XO^Z	q3P_J:a(ZnI""`na/-Z/BIiFf5B%r`=xDt7|g9&sW7|=HU#Q*g>%`**;6sw5gktcLBsq4^`3rPEW-x"
"benchmark.PrecompiledRegexSplit.stringSplit","avgt",1,100,1081.926963,3.291662,"ns/op","\s*,\s*","j>Ub?!{?**O/#f8XO^Z	q3P_J:a(ZnI""`na/-Z/BIiFf5B%r`=xDt7|g9&sW7|=HU#Q*g>%`**;6sw5gktcLBsq4^`3rPEW-x"
