"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: trimmed"
"benchmark.PrecompiledRegexSplit.regexSplit","avgt",1,100,541.445828,1.973117,"ns/op","\s*,\s*","4OKmGwn7fR|`A++z[I;:vC$P7V!/hzjAA#"
"benchmark.PrecompiledRegexSplit.stringSplit","avgt",1,100,543.846445,1.601181,"ns/op","\s*,\s*","4OKmGwn7fR|`A++z[I;:vC$P7V!/hzjAA#"
