"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: trimmed"
"benchmark.PrecompiledRegexSplit.regexSplit","avgt",1,100,2162.915218,9.026785,"ns/op","\s*,\s*","SwY322|yV-RyvJxHUQ[h*
`/#)/@g`z*#dx#w~n3,2""8;^!,4v|d=$,\2E_z8C6[t(Z2G*E{;eeTasU~cfJg1W|a)X+as+Md+JTq!F3""6P2zc2>TWfyiZ7x]?fKWH1){xBu{Pr4`L,`\UN5nYuP9{rRyRAR!hvh@X}-^s"
"benchmark.PrecompiledRegexSplit.stringSplit","avgt",1,100,2179.334949,6.682171,"ns/op","\s*,\s*","SwY322|yV-RyvJxHUQ[h*
`/#)/@g`z*#dx#w~n3,2""8;^!,4v|d=$,\2E_z8C6[t(Z2G*E{;eeTasU~cfJg1W|a)X+as+Md+JTq!F3""6P2zc2>TWfyiZ7x]?fKWH1){xBu{Pr4`L,`\UN5nYuP9{rRyRAR!hvh@X}-^s"
