"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: trimmed"
"benchmark.PrecompiledRegexSplit.regexSplit","avgt",1,100,1449.322767,6.957322,"ns/op","\s*,\s*","C nM#@8Xh$%:B>|NA$t,	rwQHFA:	@|2)MlfQ
yHN^TU1RgXG,wT-7=7$@9w+}~=%eZrLSJ}0S9f9Z"
"benchmark.PrecompiledRegexSplit.stringSplit","avgt",1,100,1448.761043,7.717873,"ns/op","\s*,\s*","C nM#@8Xh$%:B>|NA$t,	rwQHFA:	@|2)MlfQ
yHN^TU1RgXG,wT-7=7$@9w+}~=%eZrLSJ}0S9f9Z"
