"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: trimmed"
"benchmark.PrecompiledRegexSplit.regexSplit","avgt",1,100,4075.926983,29.315478,"ns/op","\s*,\s*","!Agqt4-N~fg+ODO#;q|mrF:R[VKP.
v{\u6L\>0xZqqVh[<BdO=yd$])GrR`0pk_noZP""qIE}w#w`ta:35Nm	K'x,Caw>D8[2pM,MHj%Wm?!wsiZ}kOY?i'8S WLmEkWTi<P'Khn2rek_y__8IN+$%43KB3/%Nj}LVW~(X=FTxA/)2Hhu%KI}vJ|QYjDRx)4%"",ps$V}Tgs>""M0peXvC1	$L?}lYi=	>n<L5i<[+eT&9`_pA[_/""kDA$|N*>& p"
"benchmark.PrecompiledRegexSplit.stringSplit","avgt",1,100,4021.504641,17.478456,"ns/op","\s*,\s*","!Agqt4-N~fg+ODO#;q|mrF:R[VKP.
v{\u6L\>0xZqqVh[<BdO=yd$])GrR`0pk_noZP""qIE}w#w`ta:35Nm	K'x,Caw>D8[2pM,MHj%Wm?!wsiZ}kOY?i'8S WLmEkWTi<P'Khn2rek_y__8IN+$%43KB3/%Nj}LVW~(X=FTxA/)2Hhu%KI}vJ|QYjDRx)4%"",ps$V}Tgs>""M0peXvC1	$L?}lYi=	>n<L5i<[+eT&9`_pA[_/""kDA$|N*>& p"
