"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: trimmed"
"benchmark.PrecompiledRegexSplit.regexSplit","avgt",1,100,547.431085,1.460180,"ns/op","\s*,\s*","9d.}0/K9e$+8B6J*/5v*4c3s@E/nHcK.;>q"
"benchmark.PrecompiledRegexSplit.stringSplit","avgt",1,100,548.664646,1.787177,"ns/op","\s*,\s*","9d.}0/K9e$+8B6J*/5v*4c3s@E/nHcK.;>q"
