"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: trimmed"
"benchmark.PrecompiledRegexSplit.regexSplit","avgt",1,100,807.848751,1.698943,"ns/op","\s*,\s*","Z=G,\8uQfTG=9GH7qv/ekXdDn{fG!N,"
"benchmark.PrecompiledRegexSplit.stringSplit","avgt",1,100,805.013641,4.500549,"ns/op","\s*,\s*","Z=G,\8uQfTG=9GH7qv/ekXdDn{fG!N,"
