"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: trimmed"
"benchmark.PrecompiledRegexSplit.regexSplit","avgt",1,100,3045.751600,8.776713,"ns/op","\s*,\s*","e5~ja#Png9r5:-Y3sO_em=wv+TSL]E`@AkV+fU4(hx
O4{akj~l4{aV,bN.#jY;Qyi?SuvBD9ke6bJW];`9~=$kb^#wJhn<vI""}I(Q+|c+X[FG7roz]2<{mO:y0BRu~2>@Ni
1|mxk|d%sgW|W}y+<lKrOd#rN\Y=$a
^At?"
"benchmark.PrecompiledRegexSplit.stringSplit","avgt",1,100,3036.719623,8.792253,"ns/op","\s*,\s*","e5~ja#Png9r5:-Y3sO_em=wv+TSL]E`@AkV+fU4(hx
O4{akj~l4{aV,bN.#jY;Qyi?SuvBD9ke6bJW];`9~=$kb^#wJhn<vI""}I(Q+|c+X[FG7roz]2<{mO:y0BRu~2>@Ni
1|mxk|d%sgW|W}y+<lKrOd#rN\Y=$a
^At?"
