"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1199649.177857,42548.482726,"ns/op",http_0.9_13.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,53750.657925,279.677036,"ns/op",http_0.9_13.json,http
