"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1651375.312015,51397.138367,"ns/op",http_0.5_24.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,52145.475432,559.465492,"ns/op",http_0.5_24.json,http
