"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1647334.890121,48189.564030,"ns/op",http_0.3_47.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,46950.161256,495.729626,"ns/op",http_0.3_47.json,http
