"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1091794.447334,43728.343034,"ns/op",http_0.9_7.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,53852.442810,517.453675,"ns/op",http_0.9_7.json,http
