"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,2007695.651076,56790.416564,"ns/op",http_0.1_24.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,47151.838524,596.693814,"ns/op",http_0.1_24.json,http
