"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1367368.536012,36046.454891,"ns/op",http_0.7_1.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,53080.833414,409.703521,"ns/op",http_0.7_1.json,http
