"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1258709.052273,50807.774042,"ns/op",http_0.9_23.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,55057.660428,456.269408,"ns/op",http_0.9_23.json,http
