"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1825458.488753,16363.763181,"ns/op",http_0.1_28.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,45527.513522,451.781624,"ns/op",http_0.1_28.json,http
