"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1595592.796115,48438.010741,"ns/op",http_0.5_10.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,50712.307325,520.910603,"ns/op",http_0.5_10.json,http
