"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1331576.683849,51350.354831,"ns/op",http_0.7_26.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,52665.805313,496.800710,"ns/op",http_0.7_26.json,http
