"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1186431.183231,49525.077900,"ns/op",http_0.9_35.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,55058.451260,429.213040,"ns/op",http_0.9_35.json,http
