"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1551286.791061,10533.668002,"ns/op",http_0.5_29.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,51168.413368,535.889032,"ns/op",http_0.5_29.json,http
