"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1304783.031140,34693.799383,"ns/op",http_0.7_31.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,53904.754944,613.180105,"ns/op",http_0.7_31.json,http
