"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1126875.011046,43807.574409,"ns/op",http_0.9_16.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,55512.386977,589.425761,"ns/op",http_0.9_16.json,http
