"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1358161.197301,31743.868943,"ns/op",http_0.7_27.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,52734.230522,322.131583,"ns/op",http_0.7_27.json,http
