"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1738047.547961,16158.917290,"ns/op",http_0.3_22.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,47911.316070,568.560476,"ns/op",http_0.3_22.json,http
