"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1884750.671927,41281.720921,"ns/op",http_0.1_2.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,46576.911639,627.166839,"ns/op",http_0.1_2.json,http
