"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1737818.129320,16558.223703,"ns/op",http_0.3_8.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,48979.696935,530.917777,"ns/op",http_0.3_8.json,http
