"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1275632.425081,12002.201175,"ns/op",http_0.9_18.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,55127.674014,493.145863,"ns/op",http_0.9_18.json,http
