"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1839049.460177,59263.312598,"ns/op",http_0.3_36.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,48009.372495,614.704543,"ns/op",http_0.3_36.json,http
