"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1502885.733403,50313.737296,"ns/op",http_0.7_5.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,52883.654544,230.894216,"ns/op",http_0.7_5.json,http
