"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1274760.778484,48274.014770,"ns/op",http_0.7_44.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,52766.004707,391.620968,"ns/op",http_0.7_44.json,http
