"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1573072.603425,39493.808710,"ns/op",http_0.5_47.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,49694.430011,586.718557,"ns/op",http_0.5_47.json,http
