"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1867430.755423,80068.143023,"ns/op",http_0.1_43.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,47381.789538,554.486767,"ns/op",http_0.1_43.json,http
