"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1738120.271878,20407.246988,"ns/op",http_0.3_10.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,48170.662751,641.913575,"ns/op",http_0.3_10.json,http
