"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1437808.723786,47965.699681,"ns/op",http_0.7_13.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,52702.643216,366.033443,"ns/op",http_0.7_13.json,http
