"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1387863.299241,70641.302358,"ns/op",http_0.7_30.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,52944.618959,373.384269,"ns/op",http_0.7_30.json,http
