"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1468116.778178,43368.021806,"ns/op",http_0.7_45.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,54210.676008,305.199684,"ns/op",http_0.7_45.json,http
