"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1288249.650275,34051.019276,"ns/op",http_0.7_21.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,53655.279902,483.917502,"ns/op",http_0.7_21.json,http
