"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1555308.469215,10753.635127,"ns/op",http_0.5_45.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,51777.721606,455.412042,"ns/op",http_0.5_45.json,http
