"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1711771.488596,15002.436622,"ns/op",http_0.3_6.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,46444.192638,331.897005,"ns/op",http_0.3_6.json,http
