"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1782656.565323,15747.680508,"ns/op",http_0.3_4.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,46761.855965,292.244991,"ns/op",http_0.3_4.json,http
