"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1831304.715760,11757.068623,"ns/op",http_0.1_31.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,47661.734830,484.003048,"ns/op",http_0.1_31.json,http
