"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1292409.526803,26334.463113,"ns/op",http_0.7_28.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,52165.639273,373.471553,"ns/op",http_0.7_28.json,http
