"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1390353.826168,35437.296312,"ns/op",http_0.7_22.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,51214.875526,154.214515,"ns/op",http_0.7_22.json,http
