"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1803773.803323,21556.780811,"ns/op",http_0.1_6.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,45981.021480,528.017650,"ns/op",http_0.1_6.json,http
