"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1150516.055559,43486.293228,"ns/op",http_0.9_48.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,55379.030316,466.000722,"ns/op",http_0.9_48.json,http
