"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1931113.786257,30646.557893,"ns/op",http_0.1_7.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,47455.680159,554.410800,"ns/op",http_0.1_7.json,http
