"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1499915.680407,10785.081957,"ns/op",http_0.5_49.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,49256.942519,662.269410,"ns/op",http_0.5_49.json,http
