"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1052375.399204,32866.953087,"ns/op",http_0.9_25.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,55997.617279,489.483154,"ns/op",http_0.9_25.json,http
