"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1296901.908519,10788.101441,"ns/op",http_0.9_1.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,54653.267267,748.815127,"ns/op",http_0.9_1.json,http
