"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1811353.974865,42784.865420,"ns/op",http_0.3_16.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,47894.694143,438.584033,"ns/op",http_0.3_16.json,http
